trace_name,prefill_rank,request_id,input_tokens,output_tokens
sharegpt_x_rate1p5,0,631,20,125
sharegpt_x_rate1p5,0,632,8,96
sharegpt_x_rate1p5,0,633,496,145
sharegpt_x_rate1p5,0,634,78,1153
sharegpt_x_rate1p5,0,635,125,334
sharegpt_x_rate1p5,0,636,4,221
sharegpt_x_rate1p5,0,637,17,142
sharegpt_x_rate1p5,0,638,16,50
sharegpt_x_rate1p5,0,639,3,94
sharegpt_x_rate1p5,0,640,2,113
sharegpt_x_rate1p5,0,641,7,103
sharegpt_x_rate1p5,0,642,17,55
sharegpt_x_rate1p5,0,643,9,303
sharegpt_x_rate1p5,0,644,43,967
sharegpt_x_rate1p5,0,645,6,136
sharegpt_x_rate1p5,0,646,1,29
sharegpt_x_rate1p5,0,647,2215,3277
sharegpt_x_rate1p5,0,648,26,682
sharegpt_x_rate1p5,0,649,9,158
sharegpt_x_rate1p5,0,650,85,880
sharegpt_x_rate1p5,0,651,6,106
sharegpt_x_rate1p5,0,652,7,137
sharegpt_x_rate1p5,0,653,42,29
sharegpt_x_rate1p5,0,654,3,47
sharegpt_x_rate1p5,0,655,1,38
sharegpt_x_rate1p5,0,656,6,182
sharegpt_x_rate1p5,0,657,2,74
sharegpt_x_rate1p5,0,658,6,36
sharegpt_x_rate1p5,0,659,133,254
sharegpt_x_rate1p5,0,660,7,48
sharegpt_x_rate1p5,0,661,4,80
sharegpt_x_rate1p5,0,662,3,24
sharegpt_x_rate1p5,0,663,7,279
sharegpt_x_rate1p5,0,664,23,316
sharegpt_x_rate1p5,0,665,4,126
sharegpt_x_rate1p5,0,666,10,211
sharegpt_x_rate1p5,0,667,1,7
sharegpt_x_rate1p5,0,668,6,95
sharegpt_x_rate1p5,0,669,3,75
sharegpt_x_rate1p5,0,670,1,56
sharegpt_x_rate1p5,0,671,8,89
sharegpt_x_rate1p5,0,672,4,82
sharegpt_x_rate1p5,0,673,6,51
sharegpt_x_rate1p5,0,674,14,227
sharegpt_x_rate1p5,0,675,7,64
sharegpt_x_rate1p5,0,676,154,2831
sharegpt_x_rate1p5,0,677,11,96
sharegpt_x_rate1p5,0,678,4,36
sharegpt_x_rate1p5,0,679,26,254
sharegpt_x_rate1p5,0,680,507,744
sharegpt_x_rate1p5,0,681,2,91
sharegpt_x_rate1p5,0,682,88,193
sharegpt_x_rate1p5,0,683,2,70
sharegpt_x_rate1p5,0,684,2,55
sharegpt_x_rate1p5,0,685,8,118
sharegpt_x_rate1p5,0,686,2,93
sharegpt_x_rate1p5,0,687,270,1350
sharegpt_x_rate1p5,0,688,5,466
sharegpt_x_rate1p5,0,689,4,1449
sharegpt_x_rate1p5,0,690,67,200
sharegpt_x_rate1p5,0,691,2,42
sharegpt_x_rate1p5,0,692,38,57
sharegpt_x_rate1p5,0,693,2,44
sharegpt_x_rate1p5,0,694,4,250
sharegpt_x_rate1p5,0,695,4,48
sharegpt_x_rate1p5,0,696,2,15
sharegpt_x_rate1p5,0,697,2,56
sharegpt_x_rate1p5,0,698,3,109
sharegpt_x_rate1p5,0,699,92,201
sharegpt_x_rate1p5,0,700,4,38
sharegpt_x_rate1p5,0,701,21,272
sharegpt_x_rate1p5,0,702,3,38
sharegpt_x_rate1p5,0,703,12,1381
sharegpt_x_rate1p5,0,704,2,28
sharegpt_x_rate1p5,0,705,2,30
sharegpt_x_rate1p5,0,706,7,89
sharegpt_x_rate1p5,0,707,1,109
sharegpt_x_rate1p5,0,708,6,182
sharegpt_x_rate1p5,0,709,8,99
sharegpt_x_rate1p5,0,710,37,210
sharegpt_x_rate1p5,0,711,2,8
sharegpt_x_rate1p5,0,712,3,131
sharegpt_x_rate1p5,0,713,4,173
sharegpt_x_rate1p5,0,714,4,68
sharegpt_x_rate1p5,0,715,3,71
sharegpt_x_rate1p5,0,716,13,92
sharegpt_x_rate1p5,0,717,15,41
sharegpt_x_rate1p5,0,718,7,237
sharegpt_x_rate1p5,0,719,2,125
sharegpt_x_rate1p5,0,720,17,118
sharegpt_x_rate1p5,0,721,2,34
sharegpt_x_rate1p5,0,722,1,34
sharegpt_x_rate1p5,0,723,3,138
sharegpt_x_rate1p5,0,724,9,49
sharegpt_x_rate1p5,0,725,10,98
sharegpt_x_rate1p5,0,726,6,96
sharegpt_x_rate1p5,0,727,19,846
sharegpt_x_rate1p5,0,728,8,366
sharegpt_x_rate1p5,0,729,2,70
sharegpt_x_rate1p5,0,730,48,865
sharegpt_x_rate1p5,0,731,3,87
sharegpt_x_rate1p5,0,732,8,159
sharegpt_x_rate1p5,0,733,408,885
sharegpt_x_rate1p5,0,734,6,168
sharegpt_x_rate1p5,0,735,16,357
sharegpt_x_rate1p5,0,736,8,359
sharegpt_x_rate1p5,0,737,116,289
sharegpt_x_rate1p5,0,738,51,879
sharegpt_x_rate1p5,0,739,2,59
sharegpt_x_rate1p5,0,740,2,88
sharegpt_x_rate1p5,0,741,6,243
sharegpt_x_rate1p5,0,742,6,74
sharegpt_x_rate1p5,0,743,4,144
sharegpt_x_rate1p5,0,744,3,29
sharegpt_x_rate1p5,0,745,2,68
sharegpt_x_rate1p5,0,746,100,103
sharegpt_x_rate1p5,0,747,7,900
sharegpt_x_rate1p5,0,748,1,117
sharegpt_x_rate1p5,0,749,3132,3277
sharegpt_x_rate1p5,0,750,3,124
sharegpt_x_rate1p5,0,751,14,30
sharegpt_x_rate1p5,0,752,5,112
sharegpt_x_rate1p5,0,753,2,102
sharegpt_x_rate1p5,0,754,5,176
sharegpt_x_rate1p5,0,755,393,2103
sharegpt_x_rate1p5,0,756,2633,146
sharegpt_x_rate1p5,0,757,4,103
sharegpt_x_rate1p5,0,758,123,3217
sharegpt_x_rate1p5,0,759,5,181
sharegpt_x_rate1p5,0,760,11,238
sharegpt_x_rate1p5,0,761,2,47
sharegpt_x_rate1p5,0,762,7,92
sharegpt_x_rate1p5,0,763,2,157
sharegpt_x_rate1p5,0,764,13,679
sharegpt_x_rate1p5,0,765,63,321
sharegpt_x_rate1p5,0,766,1,61
sharegpt_x_rate1p5,0,767,34,97
sharegpt_x_rate1p5,0,768,57,1214
sharegpt_x_rate1p5,0,769,4,155
sharegpt_x_rate1p5,0,770,24,920
sharegpt_x_rate1p5,0,771,3,58
sharegpt_x_rate1p5,0,772,4,48
sharegpt_x_rate1p5,0,773,8,101
sharegpt_x_rate1p5,0,774,7,336
sharegpt_x_rate1p5,0,775,5,114
sharegpt_x_rate1p5,0,776,10,544
sharegpt_x_rate1p5,0,777,3,109
sharegpt_x_rate1p5,0,778,2,24
sharegpt_x_rate1p5,0,779,5,352
sharegpt_x_rate1p5,0,780,81,359
sharegpt_x_rate1p5,0,781,2,65
sharegpt_x_rate1p5,0,782,21,115
sharegpt_x_rate1p5,0,783,2,84
sharegpt_x_rate1p5,0,784,4,229
sharegpt_x_rate1p5,0,785,10,64
sharegpt_x_rate1p5,0,786,2,15
sharegpt_x_rate1p5,0,787,3,134
sharegpt_x_rate1p5,0,788,2,121
sharegpt_x_rate1p5,0,789,50,490
sharegpt_x_rate1p5,0,790,3,85
sharegpt_x_rate1p5,0,791,149,206
sharegpt_x_rate1p5,0,792,48,844
sharegpt_x_rate1p5,0,793,3,64
sharegpt_x_rate1p5,0,794,567,61
sharegpt_x_rate1p5,0,795,35,976
sharegpt_x_rate1p5,0,796,11,192
sharegpt_x_rate1p5,0,797,2,28
sharegpt_x_rate1p5,0,798,103,682
sharegpt_x_rate1p5,0,799,6,196
sharegpt_x_rate1p5,0,800,31,20
sharegpt_x_rate1p5,0,801,3,117
sharegpt_x_rate1p5,0,802,7,186
sharegpt_x_rate1p5,0,803,2,62
sharegpt_x_rate1p5,0,804,460,172
sharegpt_x_rate1p5,0,805,3,103
sharegpt_x_rate1p5,0,806,4,55
sharegpt_x_rate1p5,0,807,58,71
sharegpt_x_rate1p5,0,808,27,280
sharegpt_x_rate1p5,0,809,2,51
sharegpt_x_rate1p5,0,810,26,353
sharegpt_x_rate1p5,0,811,7,162
sharegpt_x_rate1p5,0,812,41,770
sharegpt_x_rate1p5,0,813,63,1143
sharegpt_x_rate1p5,0,814,21,120
sharegpt_x_rate1p5,0,815,2,10
sharegpt_x_rate1p5,0,816,3,62
sharegpt_x_rate1p5,0,817,2,49
sharegpt_x_rate1p5,0,818,48,170
sharegpt_x_rate1p5,0,819,12,141
sharegpt_x_rate1p5,0,820,39,453
sharegpt_x_rate1p5,0,821,21,99
sharegpt_x_rate1p5,0,822,11,156
sharegpt_x_rate1p5,0,823,40,162
sharegpt_x_rate1p5,0,824,5,37
sharegpt_x_rate1p5,0,825,2,78
sharegpt_x_rate1p5,0,826,5,179
sharegpt_x_rate1p5,0,827,7,1277
sharegpt_x_rate1p5,0,828,9,212
sharegpt_x_rate1p5,0,829,81,1058
sharegpt_x_rate1p5,0,830,10,170
sharegpt_x_rate1p5,0,831,6,153
sharegpt_x_rate1p5,0,832,2,108
sharegpt_x_rate1p5,0,833,66,143
sharegpt_x_rate1p5,0,834,3,94
sharegpt_x_rate1p5,0,835,27,157
sharegpt_x_rate1p5,0,836,22,270
sharegpt_x_rate1p5,0,837,34,527
sharegpt_x_rate1p5,0,838,1,22
sharegpt_x_rate1p5,0,839,10,133
sharegpt_x_rate1p5,0,840,2,14
sharegpt_x_rate1p5,0,841,10,190
sharegpt_x_rate1p5,0,842,1,32
sharegpt_x_rate1p5,0,843,41,80
sharegpt_x_rate1p5,0,844,28,199
sharegpt_x_rate1p5,0,845,4,94
sharegpt_x_rate1p5,0,846,3,41
sharegpt_x_rate1p5,0,847,34,566
sharegpt_x_rate1p5,0,848,49,536
sharegpt_x_rate1p5,0,849,3,79
sharegpt_x_rate1p5,0,850,31,278
sharegpt_x_rate1p5,0,851,9,75
sharegpt_x_rate1p5,0,852,2,57
sharegpt_x_rate1p5,0,853,2,113
sharegpt_x_rate1p5,0,854,4,51
sharegpt_x_rate1p5,0,855,6,107
sharegpt_x_rate1p5,0,856,10,123
sharegpt_x_rate1p5,0,857,17,254
sharegpt_x_rate1p5,0,858,1,15
sharegpt_x_rate1p5,0,859,8,118
sharegpt_x_rate1p5,0,860,8,95
sharegpt_x_rate1p5,0,861,8,61
sharegpt_x_rate1p5,0,862,68,248
sharegpt_x_rate1p5,0,863,4,142
sharegpt_x_rate1p5,0,864,6,88
sharegpt_x_rate1p5,0,865,3,59
sharegpt_x_rate1p5,0,866,175,99
sharegpt_x_rate1p5,0,867,3,114
sharegpt_x_rate1p5,0,868,16,436
sharegpt_x_rate1p5,0,869,2,44
sharegpt_x_rate1p5,0,870,5,41
sharegpt_x_rate1p5,0,871,82,1102
sharegpt_x_rate1p5,0,872,2,96
sharegpt_x_rate1p5,0,873,45,55
sharegpt_x_rate1p5,0,874,3,60
sharegpt_x_rate1p5,0,875,24,560
sharegpt_x_rate1p5,0,876,3,113
sharegpt_x_rate1p5,0,877,2,181
sharegpt_x_rate1p5,0,878,55,908
sharegpt_x_rate1p5,0,879,10,16
sharegpt_x_rate1p5,0,880,23,895
sharegpt_x_rate1p5,0,881,4,72
sharegpt_x_rate1p5,0,882,4,251
sharegpt_x_rate1p5,0,883,5,149
sharegpt_x_rate1p5,0,884,37,127
sharegpt_x_rate1p5,0,885,2,51
sharegpt_x_rate1p5,0,886,4,45
sharegpt_x_rate1p5,0,887,15,429
sharegpt_x_rate1p5,0,888,1002,1407
sharegpt_x_rate1p5,0,889,2,84
sharegpt_x_rate1p5,0,890,27,181
sharegpt_x_rate1p5,0,891,8,41
sharegpt_x_rate1p5,0,892,84,767
sharegpt_x_rate1p5,0,893,2,19
sharegpt_x_rate1p5,0,894,3,31
sharegpt_x_rate1p5,0,895,4,37
sharegpt_x_rate1p5,0,896,3,39
sharegpt_x_rate1p5,0,897,5,152
sharegpt_x_rate1p5,0,898,4,143
sharegpt_x_rate1p5,0,899,3,73
sharegpt_x_rate1p5,0,900,7,135
sharegpt_x_rate1p5,0,901,11,38
sharegpt_x_rate1p5,0,902,1,15
sharegpt_x_rate1p5,0,903,1,4
sharegpt_x_rate1p5,0,904,2,56
sharegpt_x_rate1p5,0,905,12,311
sharegpt_x_rate1p5,0,906,25,1145
sharegpt_x_rate1p5,0,907,107,154
sharegpt_x_rate1p5,0,908,19,373
sharegpt_x_rate1p5,0,909,10,331
sharegpt_x_rate1p5,0,910,4,109
sharegpt_x_rate1p5,0,911,59,487
sharegpt_x_rate1p5,0,912,5,248
sharegpt_x_rate1p5,0,913,2,59
sharegpt_x_rate1p5,0,914,15,593
sharegpt_x_rate1p5,0,915,29,162
sharegpt_x_rate1p5,0,916,23,171
sharegpt_x_rate1p5,0,917,3,8
sharegpt_x_rate1p5,0,918,71,646
sharegpt_x_rate1p5,0,919,6,612
sharegpt_x_rate1p5,0,920,248,552
sharegpt_x_rate1p5,0,921,2,26
sharegpt_x_rate1p5,0,922,268,139
sharegpt_x_rate1p5,0,923,7,90
sharegpt_x_rate1p5,0,924,13,256
sharegpt_x_rate1p5,0,925,3,82
sharegpt_x_rate1p5,0,926,2,31
sharegpt_x_rate1p5,0,927,8,154
sharegpt_x_rate1p5,0,928,13,106
sharegpt_x_rate1p5,0,929,2,78
sharegpt_x_rate1p5,0,930,3,51
sharegpt_x_rate1p5,0,931,2,218
sharegpt_x_rate1p5,0,932,1,61
sharegpt_x_rate1p5,0,933,15,58
sharegpt_x_rate1p5,0,934,7,199
sharegpt_x_rate1p5,0,935,9,187
sharegpt_x_rate1p5,0,936,42,832
sharegpt_x_rate1p5,0,937,30,364
sharegpt_x_rate1p5,0,938,7,220
sharegpt_x_rate1p5,0,939,12,154
sharegpt_x_rate1p5,0,940,40,803
sharegpt_x_rate1p5,0,941,17,246
sharegpt_x_rate1p5,0,942,7,217
sharegpt_x_rate1p5,0,943,8,46
sharegpt_x_rate1p5,0,944,6,143
sharegpt_x_rate1p5,0,945,2,43
sharegpt_x_rate1p5,0,946,885,1133
sharegpt_x_rate1p5,0,947,94,945
sharegpt_x_rate1p5,0,948,2,42
sharegpt_x_rate1p5,0,949,3,72
sharegpt_x_rate1p5,0,950,8,243
sharegpt_x_rate1p5,0,951,6,104
sharegpt_x_rate1p5,0,952,8,557
sharegpt_x_rate1p5,0,953,3,98
sharegpt_x_rate1p5,0,954,11,510
sharegpt_x_rate1p5,0,955,8,62
sharegpt_x_rate1p5,0,956,2,216
sharegpt_x_rate1p5,0,957,69,79
sharegpt_x_rate1p5,0,958,10,86
sharegpt_x_rate1p5,0,959,4,71
sharegpt_x_rate1p5,0,960,7,345
sharegpt_x_rate1p5,0,961,5,198
sharegpt_x_rate1p5,0,962,17,82
sharegpt_x_rate1p5,0,963,8,36
sharegpt_x_rate1p5,0,964,12,56
sharegpt_x_rate1p5,0,965,14,45
sharegpt_x_rate1p5,0,966,102,1383
sharegpt_x_rate1p5,0,967,17,318
sharegpt_x_rate1p5,0,968,7,87
sharegpt_x_rate1p5,0,969,2,39
sharegpt_x_rate1p5,0,970,40,303
sharegpt_x_rate1p5,0,971,6,159
sharegpt_x_rate1p5,0,972,14,88
sharegpt_x_rate1p5,0,973,12,208
sharegpt_x_rate1p5,0,974,414,143
sharegpt_x_rate1p5,0,975,15,106
sharegpt_x_rate1p5,0,976,2,82
sharegpt_x_rate1p5,0,977,30,400
sharegpt_x_rate1p5,0,978,101,993
sharegpt_x_rate1p5,0,979,3,420
sharegpt_x_rate1p5,0,980,5,85
sharegpt_x_rate1p5,0,981,9,103
sharegpt_x_rate1p5,0,982,17,77
sharegpt_x_rate1p5,0,983,10,348
sharegpt_x_rate1p5,0,984,3,13
sharegpt_x_rate1p5,0,985,34,238
sharegpt_x_rate1p5,0,986,2,82
sharegpt_x_rate1p5,0,987,18,228
sharegpt_x_rate1p5,0,988,2,61
sharegpt_x_rate1p5,0,989,2,121
sharegpt_x_rate1p5,0,990,2,85
sharegpt_x_rate1p5,0,991,2,105
sharegpt_x_rate1p5,0,992,3,76
sharegpt_x_rate1p5,0,993,4,71
sharegpt_x_rate1p5,0,994,5,73
sharegpt_x_rate1p5,0,995,6,117
sharegpt_x_rate1p5,0,996,1,33
sharegpt_x_rate1p5,0,997,115,134
sharegpt_x_rate1p5,0,998,3,86
sharegpt_x_rate1p5,0,999,7,290
